Tenure,WarehouseToHome,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,DaySinceLastOrder,CashbackAmount
16.0,20.0,3,Grocery,5,Married,7,0,0.0,271.59
10.0,15.0,3,Fashion,4,Married,2,0,7.0,188.34
28.0,24.0,3,Laptop & Accessory,4,Married,4,1,7.0,163.85
1.0,22.0,4,Fashion,3,Married,9,1,8.0,261.1
0.0,15.0,3,Mobile,5,Single,8,0,4.0,142.0
4.0,7.0,4,Laptop & Accessory,1,Single,3,0,8.0,165.11
4.0,27.0,4,Laptop & Accessory,5,Married,2,0,4.0,224.57
14.0,31.0,4,Laptop & Accessory,2,Married,3,0,8.0,158.19
26.0,13.0,3,Others,3,Married,4,0,7.0,286.06
3.0,22.0,3,Laptop & Accessory,3,Married,9,0,2.0,153.01
11.0,15.0,3,Mobile,1,Married,3,0,3.0,147.71
3.0,28.0,3,Fashion,5,Married,1,0,8.0,184.12
7.0,12.0,4,Laptop & Accessory,1,Married,8,0,4.0,224.98
15.0,11.0,4,Fashion,3,Married,2,1,7.0,229.47
11.0,12.0,4,Mobile,3,Married,2,0,4.0,137.02
12.0,7.0,5,Laptop & Accessory,1,Single,6,0,4.0,211.86
1.0,15.0,6,Mobile,5,Divorced,3,1,8.0,146.19
11.0,13.0,3,Mobile,4,Married,6,0,8.0,125.92
10.0,19.0,4,Laptop & Accessory,3,Married,11,1,2.0,171.63
9.0,24.0,4,Laptop & Accessory,5,Divorced,5,1,4.0,214.66
1.0,8.0,6,Laptop & Accessory,4,Single,8,0,1.0,192.35
1.0,14.0,4,Mobile,3,Married,5,1,8.0,158.39
1.0,6.0,5,Mobile,3,Single,3,0,3.0,155.33
1.0,21.0,5,Mobile,4,Married,3,1,3.0,162.43
1.0,15.0,4,Laptop & Accessory,4,Married,3,0,8.0,187.14
3.0,8.0,2,Laptop & Accessory,3,Single,10,1,3.0,187.94
13.0,15.0,4,Laptop & Accessory,2,Divorced,10,0,2.0,148.76
14.0,8.0,3,Grocery,4,Single,2,0,4.0,260.15
19.0,10.0,4,Others,4,Divorced,3,0,8.0,287.89
11.0,7.0,4,Mobile,1,Single,3,0,8.0,146.15
1.0,14.0,5,Mobile,1,Married,3,0,2.0,153.89
30.0,8.0,3,Grocery,4,Married,5,0,14.0,262.91
16.0,33.0,3,Fashion,5,Married,9,0,1.0,208.2
5.0,12.0,4,Laptop & Accessory,5,Single,2,0,4.0,224.36
1.0,17.0,5,Fashion,5,Married,11,0,7.0,228.06
2.0,8.0,3,Laptop & Accessory,3,Married,2,0,2.0,146.49
1.0,6.0,3,Mobile,5,Single,3,0,2.0,120.8
10.0,9.0,4,Laptop & Accessory,4,Married,6,1,1.0,194.62
1.0,14.0,5,Laptop & Accessory,5,Single,10,0,8.0,193.11
1.0,7.0,4,Mobile,4,Married,3,0,5.0,163.16
2.0,12.0,3,Mobile,3,Single,2,0,0.0,126.42
5.0,19.0,3,Mobile,3,Divorced,2,0,6.0,120.96
1.0,10.0,5,Mobile,3,Married,3,1,2.0,150.66
20.0,9.0,3,Grocery,3,Married,10,1,13.0,237.7
0.0,12.0,5,Mobile,2,Single,2,1,0.0,123.4
14.0,17.0,2,Mobile,3,Married,5,1,8.0,147.13
11.0,8.0,3,Laptop & Accessory,5,Married,4,0,7.0,168.93
9.0,15.0,4,Mobile,2,Divorced,3,0,3.0,150.72
10.0,13.0,4,Laptop & Accessory,4,Married,8,0,2.0,174.41
0.0,30.0,4,Fashion,5,Single,2,0,9.0,187.22
1.0,33.0,3,Mobile,4,Single,3,0,2.0,123.11
1.0,6.0,3,Mobile,5,Married,2,0,2.0,135.91
11.0,26.0,4,Mobile,4,Married,6,0,1.0,155.22
16.0,35.0,5,Laptop & Accessory,2,Divorced,2,0,5.0,170.23
28.0,8.0,3,Fashion,4,Married,4,0,7.0,209.76
7.0,13.0,4,Laptop & Accessory,1,Married,5,0,8.0,202.25
11.0,17.0,4,Mobile,5,Married,8,0,4.0,159.52
14.0,9.0,5,Laptop & Accessory,3,Married,8,0,1.0,159.48
6.0,21.0,3,Laptop & Accessory,1,Married,1,1,1.0,12.0
1.0,7.0,4,Mobile,2,Single,3,0,1.0,141.11
28.0,8.0,3,Grocery,2,Single,3,1,2.0,266.59
1.0,12.0,5,Fashion,2,Married,3,1,9.0,253.08
9.0,13.0,6,Laptop & Accessory,1,Single,3,0,9.0,191.46
28.0,26.0,3,Laptop & Accessory,1,Married,4,1,8.0,154.15
2.0,17.0,4,Laptop & Accessory,3,Single,5,0,8.0,161.6
1.0,16.0,5,Mobile,5,Divorced,5,0,3.0,169.0
20.0,8.0,3,Grocery,1,Married,2,1,0.0,267.52
14.0,12.0,3,Fashion,2,Single,4,1,0.0,235.91000000000005
12.0,14.0,2,Laptop & Accessory,5,Married,3,1,8.0,181.05
0.0,8.0,3,Mobile,5,Divorced,8,0,7.0,127.07
2.0,33.0,5,Laptop & Accessory,5,Married,3,0,5.0,172.24
5.0,6.0,3,Mobile,2,Married,4,0,2.0,122.7
6.0,12.0,4,Laptop & Accessory,4,Divorced,3,0,4.0,190.24
7.0,15.0,3,Fashion,2,Married,1,0,6.0,185.0
27.0,13.0,4,Laptop & Accessory,1,Single,4,0,3.0,149.5
5.0,8.0,3,Laptop & Accessory,4,Married,1,1,2.0,140.78
0.0,33.0,3,Fashion,1,Married,2,0,9.0,176.39
3.0,27.0,4,Laptop & Accessory,2,Married,4,0,3.0,194.31
9.0,11.0,3,Laptop & Accessory,4,Single,9,0,7.0,159.14
9.0,14.0,3,Laptop & Accessory,2,Married,5,0,7.0,150.79
2.0,7.0,4,Mobile,5,Single,4,0,3.0,145.8
0.0,21.0,3,Fashion,3,Married,8,1,7.0,236.1
3.0,9.0,4,Grocery,1,Married,9,0,6.0,246.69
17.0,16.0,3,Laptop & Accessory,1,Married,3,1,3.0,164.65
12.0,17.0,3,Fashion,2,Divorced,2,0,7.0,176.54
8.0,8.0,5,Others,4,Single,3,1,11.0,288.24
5.0,7.0,4,Mobile,4,Married,1,0,2.0,122.69
5.0,6.0,3,Mobile,5,Single,2,0,0.0,129.56
0.0,29.0,4,Fashion,5,Married,2,0,10.0,173.36
1.0,11.0,5,Mobile,3,Single,7,0,3.0,163.94
24.0,9.0,4,Grocery,3,Married,7,0,4.0,301.39
31.0,14.0,2,Laptop & Accessory,2,Married,2,1,10.0,177.2
6.0,8.0,4,Fashion,1,Married,3,0,7.0,229.22
8.0,35.0,5,Laptop & Accessory,3,Married,3,0,8.0,192.12
0.0,12.0,5,Laptop & Accessory,3,Married,5,1,7.0,161.72
5.0,15.0,3,Mobile,1,Married,4,0,3.0,120.75
23.0,15.0,5,Grocery,4,Divorced,8,0,4.0,256.2
8.0,9.0,5,Mobile,3,Married,5,0,8.0,152.68
13.0,19.0,4,Laptop & Accessory,4,Married,6,0,1.0,177.95
0.0,12.0,5,Mobile,1,Single,2,1,0.0,123.4
15.0,14.0,4,Laptop & Accessory,3,Single,8,0,2.0,175.03
14.0,9.0,4,Laptop & Accessory,4,Married,3,0,4.0,189.38
1.0,16.0,4,Laptop & Accessory,1,Single,3,0,8.0,166.05
15.0,29.0,4,Laptop & Accessory,2,Married,5,1,4.0,179.67
26.0,11.0,4,Grocery,1,Married,4,0,5.0,290.55
23.0,13.0,3,Mobile,1,Married,5,0,0.0,123.8
11.0,12.0,4,Laptop & Accessory,1,Married,9,0,5.0,188.47
9.0,21.0,5,Laptop & Accessory,1,Married,2,0,11.0,154.06
10.0,9.0,5,Laptop & Accessory,1,Single,3,0,9.0,163.86
12.0,7.0,2,Mobile,3,Married,3,0,1.0,153.44
18.0,31.0,4,Laptop & Accessory,1,Married,1,0,8.0,159.06
1.0,11.0,4,Mobile,1,Single,3,1,3.0,153.75
14.0,7.0,4,Laptop & Accessory,1,Married,6,0,4.0,190.13
0.0,12.0,3,Mobile,1,Single,2,0,7.0,125.7
1.0,16.0,4,Mobile,4,Married,8,0,3.0,145.24
19.0,8.0,4,Laptop & Accessory,3,Single,6,0,4.0,178.99
8.0,24.0,1,Laptop & Accessory,5,Married,2,0,10.0,152.08
11.0,9.0,3,Mobile,3,Married,4,0,2.0,128.21
1.0,19.0,4,Mobile,1,Single,3,0,5.0,151.47
0.0,6.0,3,Laptop & Accessory,4,Divorced,1,1,4.0,163.49
16.0,9.0,4,Fashion,1,Married,4,1,7.0,226.24
18.0,7.0,4,Mobile,1,Married,6,1,3.0,156.95
11.0,18.0,4,Fashion,2,Married,3,1,8.0,246.85
19.0,14.0,4,Fashion,5,Married,4,0,7.0,222.24
8.0,22.0,4,Fashion,4,Single,2,0,3.0,186.06
0.0,12.0,3,Mobile,4,Single,2,1,0.0,124.72
13.0,31.0,5,Grocery,1,Married,2,0,7.0,245.31
2.0,26.0,3,Mobile,1,Married,2,0,10.0,138.12
2.0,10.0,4,Fashion,4,Married,2,0,8.0,201.55
2.0,8.0,3,Laptop & Accessory,2,Single,2,0,9.0,145.54
7.0,6.0,1,Laptop & Accessory,2,Married,1,0,9.0,197.25
5.0,16.0,3,Laptop & Accessory,1,Single,9,0,0.0,146.48
7.0,16.0,1,Laptop & Accessory,1,Married,2,0,2.0,147.24
22.0,8.0,3,Others,1,Married,4,0,3.0,291.61
16.0,9.0,4,Grocery,5,Divorced,2,0,8.0,301.65
28.0,8.0,4,Grocery,5,Single,8,0,2.0,267.56
14.0,26.0,4,Laptop & Accessory,2,Divorced,10,1,8.0,152.41
3.0,26.0,3,Laptop & Accessory,5,Married,1,0,2.0,199.57
2.0,13.0,3,Laptop & Accessory,2,Married,2,1,0.0,166.23
10.0,15.0,5,Mobile,5,Married,2,0,4.0,148.42
11.0,13.0,4,Laptop & Accessory,2,Single,1,0,5.0,140.28
3.0,17.0,5,Laptop & Accessory,3,Single,11,0,5.0,183.69
1.0,9.0,4,Mobile,5,Married,5,0,1.0,148.22
8.0,24.0,3,Laptop & Accessory,5,Married,1,0,4.0,0.0
14.0,18.0,4,Laptop & Accessory,3,Married,3,0,5.0,188.23
1.0,8.0,5,Laptop & Accessory,3,Single,3,0,3.0,171.17
4.0,8.0,3,Laptop & Accessory,2,Single,5,1,5.0,165.82
1.0,16.0,4,Mobile,5,Single,4,1,1.0,156.72
1.0,21.0,4,Mobile,1,Married,7,1,5.0,149.36
20.0,10.0,3,Laptop & Accessory,3,Single,4,0,0.0,129.76
8.0,6.0,3,Fashion,4,Married,2,0,6.0,172.95
4.0,10.0,4,Mobile,1,Married,6,0,5.0,145.97
10.0,9.0,3,Laptop & Accessory,4,Single,4,0,1.0,141.07
0.0,22.0,1,Laptop & Accessory,3,Married,4,0,7.0,152.94
19.0,11.0,6,Fashion,3,Married,6,0,7.0,222.56
9.0,9.0,4,Mobile,1,Married,3,0,3.0,145.14
14.0,16.0,4,Others,1,Married,4,0,6.0,291.41
27.0,8.0,4,Fashion,3,Divorced,7,0,0.0,206.86
2.0,25.0,3,Laptop & Accessory,1,Married,5,0,2.0,142.62
3.0,7.0,4,Laptop & Accessory,5,Married,2,0,3.0,178.73
30.0,6.0,4,Laptop & Accessory,3,Single,8,0,3.0,154.73
5.0,9.0,5,Laptop & Accessory,5,Divorced,5,0,1.0,189.1
5.0,35.0,3,Mobile,3,Single,10,0,7.0,140.25
3.0,34.0,3,Laptop & Accessory,2,Divorced,2,0,9.0,157.75
26.0,10.0,5,Fashion,3,Married,4,1,5.0,204.69
12.0,7.0,2,Mobile,3,Divorced,3,0,1.0,153.44
31.0,9.0,4,Grocery,4,Married,6,0,15.0,287.91
28.0,26.0,4,Fashion,4,Divorced,4,0,2.0,232.25
30.0,7.0,3,Others,5,Married,4,1,5.0,297.01
9.0,13.0,4,Mobile,3,Divorced,2,1,3.0,160.06
10.0,20.0,4,Mobile,4,Divorced,5,0,5.0,146.43
0.0,30.0,1,Mobile,5,Single,2,0,0.0,110.91
11.0,9.0,3,Mobile,3,Divorced,4,0,2.0,128.21
9.0,16.0,3,Fashion,3,Married,4,0,7.0,170.94
19.0,6.0,3,Fashion,5,Married,2,0,7.0,204.53
10.0,7.0,4,Laptop & Accessory,4,Divorced,2,0,6.0,177.28
0.0,22.0,3,Mobile,4,Divorced,10,0,2.0,128.11
30.0,13.0,3,Others,5,Divorced,6,0,10.0,295.66
6.0,11.0,4,Mobile,4,Divorced,4,0,3.0,164.31
26.0,7.0,4,Grocery,1,Married,4,0,9.0,295.99
8.0,8.0,3,Laptop & Accessory,5,Married,3,0,0.0,150.93
6.0,9.0,4,Mobile,5,Single,3,0,3.0,149.39
10.0,9.0,4,Mobile,1,Single,5,1,3.0,151.44
14.0,33.0,4,Laptop & Accessory,5,Married,3,0,6.0,208.96
0.0,6.0,4,Mobile,5,Married,2,0,3.0,139.55
8.0,14.0,3,Mobile,3,Single,2,0,4.0,143.23
22.0,6.0,3,Grocery,3,Single,5,0,0.0,253.79
1.0,11.0,5,Laptop & Accessory,2,Single,3,1,4.0,169.87
2.0,14.0,4,Laptop & Accessory,2,Divorced,2,1,2.0,150.56
3.0,30.0,1,Grocery,4,Single,5,1,0.0,231.94
1.0,24.0,3,Mobile,2,Single,2,0,7.0,121.53
0.0,12.0,1,Mobile,3,Single,4,1,3.0,124.32
3.0,9.0,4,Mobile,4,Married,2,0,5.0,152.03
1.0,7.0,3,Mobile,1,Single,2,0,0.0,116.11
5.0,7.0,5,Mobile,5,Divorced,3,0,3.0,147.18
7.0,8.0,1,Mobile,1,Married,1,1,2.0,129.32
15.0,18.0,3,Mobile,4,Married,9,0,4.0,127.66
0.0,19.0,3,Laptop & Accessory,5,Married,3,0,2.0,142.33
7.0,15.0,4,Laptop & Accessory,3,Single,4,1,1.0,188.88
7.0,21.0,3,Grocery,5,Married,8,0,9.0,270.07
1.0,10.0,4,Mobile,5,Single,3,1,8.0,158.48
26.0,9.0,5,Mobile,1,Single,9,0,3.0,157.12
28.0,10.0,4,Laptop & Accessory,5,Married,4,0,6.0,184.4
16.0,31.0,4,Fashion,5,Married,3,1,9.0,199.06
6.0,8.0,3,Laptop & Accessory,4,Single,9,0,7.0,151.47
23.0,9.0,4,Others,1,Married,5,0,4.0,316.61
27.0,28.0,3,Grocery,3,Married,4,0,7.0,274.26
4.0,14.0,3,Fashion,2,Married,2,0,9.0,207.93
7.0,13.0,3,Mobile,5,Married,5,0,2.0,123.62
9.0,9.0,3,Mobile,4,Married,2,0,7.0,136.92
9.0,17.0,3,Fashion,1,Married,1,0,8.0,197.38
6.0,28.0,3,Laptop & Accessory,4,Married,1,0,7.0,161.46
5.0,27.0,4,Mobile,4,Single,3,1,3.0,156.4
7.0,10.0,3,Fashion,1,Married,3,1,0.0,197.13
5.0,6.0,3,Mobile,3,Divorced,2,0,1.0,112.23
23.0,6.0,3,Others,1,Married,4,0,6.0,295.17
5.0,6.0,3,Mobile,2,Divorced,3,1,0.0,122.93
7.0,12.0,3,Laptop & Accessory,3,Single,2,0,10.0,148.09
0.0,34.0,3,Laptop & Accessory,4,Married,2,0,4.0,162.72
16.0,12.0,4,Mobile,3,Divorced,6,0,1.0,145.93
5.0,14.0,1,Laptop & Accessory,2,Divorced,2,0,8.0,162.09
16.0,12.0,4,Mobile,3,Married,6,0,1.0,145.93
17.0,9.0,4,Laptop & Accessory,1,Married,3,0,8.0,181.75
24.0,9.0,4,Others,3,Divorced,4,1,8.0,317.37
18.0,7.0,4,Mobile,1,Single,8,1,3.0,149.36
13.0,9.0,4,Mobile,3,Divorced,2,1,2.0,126.83
3.0,16.0,4,Laptop & Accessory,3,Divorced,2,0,4.0,165.78
9.0,24.0,4,Laptop & Accessory,5,Married,5,1,4.0,214.66
8.0,6.0,4,Mobile,3,Single,2,0,4.0,128.59
1.0,10.0,5,Mobile,3,Single,3,0,3.0,155.33
4.0,14.0,5,Mobile,4,Married,3,0,2.0,146.41
1.0,26.0,4,Mobile,2,Divorced,3,0,3.0,148.23
10.0,17.0,3,Mobile,3,Single,5,0,2.0,136.29
4.0,8.0,3,Laptop & Accessory,1,Single,5,1,5.0,165.82
1.0,22.0,4,Mobile,3,Divorced,3,0,3.0,151.1
11.0,34.0,2,Laptop & Accessory,3,Single,6,1,4.0,188.97
22.0,11.0,3,Laptop & Accessory,3,Divorced,3,0,2.0,166.51
21.0,8.0,4,Fashion,4,Married,2,0,13.0,244.57
0.0,35.0,4,Mobile,4,Single,1,0,4.0,134.79
12.0,9.0,5,Mobile,4,Married,6,0,6.0,149.68
29.0,21.0,2,Others,4,Single,10,0,16.0,312.22
7.0,13.0,3,Mobile,3,Married,2,1,6.0,125.79
0.0,13.0,3,Mobile,1,Married,2,1,0.0,125.15
0.0,29.0,4,Laptop & Accessory,3,Married,4,1,1.0,159.16
20.0,10.0,4,Grocery,3,Married,5,0,10.0,299.65
0.0,15.0,3,Mobile,1,Single,2,0,0.0,110.81
5.0,21.0,5,Mobile,1,Married,1,1,3.0,121.68
2.0,6.0,3,Laptop & Accessory,3,Married,2,0,9.0,143.19
15.0,29.0,4,Laptop & Accessory,1,Married,5,1,4.0,179.67
4.0,9.0,4,Mobile,2,Single,2,0,8.0,150.64
21.0,28.0,3,Grocery,1,Married,4,0,7.0,271.74
8.0,7.0,5,Mobile,2,Divorced,3,1,4.0,161.22
21.0,11.0,4,Laptop & Accessory,3,Single,5,0,1.0,154.76
29.0,7.0,3,Laptop & Accessory,3,Married,2,0,9.0,163.06
13.0,7.0,3,Fashion,2,Married,2,0,7.0,221.13
9.0,15.0,5,Fashion,2,Divorced,6,1,7.0,228.77
2.0,13.0,4,Mobile,1,Married,7,0,3.0,125.32
15.0,34.0,4,Laptop & Accessory,2,Divorced,1,0,4.0,145.23
3.0,12.0,4,Laptop & Accessory,1,Married,5,0,1.0,145.86
7.0,7.0,4,Laptop & Accessory,5,Single,1,0,9.0,153.43
29.0,15.0,3,Grocery,2,Divorced,8,0,8.0,211.03
30.0,13.0,3,Others,5,Married,6,0,10.0,295.66
19.0,6.0,1,Grocery,5,Single,2,0,12.0,275.67
0.0,24.0,1,Mobile,5,Married,1,0,0.0,129.56
0.0,12.0,3,Mobile,3,Single,2,0,0.0,123.18
9.0,15.0,4,Mobile,3,Single,3,0,5.0,168.23
5.0,19.0,4,Others,3,Married,3,0,9.0,320.45
15.0,29.0,4,Laptop & Accessory,3,Single,2,0,7.0,143.32
1.0,12.0,5,Mobile,3,Married,3,1,8.0,148.66
8.0,14.0,4,Mobile,1,Single,3,0,1.0,154.72
0.0,13.5,1,Mobile,2,Divorced,9,0,0.0,125.34
4.0,17.0,5,Laptop & Accessory,3,Married,3,0,5.0,190.78
0.0,6.0,1,Fashion,4,Single,2,0,7.0,174.46
20.0,20.0,4,Laptop & Accessory,4,Single,8,0,10.0,180.62
10.0,11.0,3,Laptop & Accessory,1,Married,8,0,4.0,163.47
7.0,12.0,4,Laptop & Accessory,2,Divorced,8,0,4.0,224.98
9.0,30.0,6,Mobile,3,Married,2,0,4.0,152.05
5.0,27.0,4,Laptop & Accessory,3,Divorced,3,0,1.0,194.32
9.0,28.0,4,Laptop & Accessory,2,Divorced,3,1,8.0,165.14
30.0,18.0,5,Laptop & Accessory,5,Married,6,0,1.0,178.8
20.0,9.0,4,Grocery,3,Married,8,0,2.0,303.61
29.0,11.0,4,Laptop & Accessory,3,Married,2,1,3.0,165.35
1.0,6.0,4,Laptop & Accessory,1,Married,2,1,7.0,168.34
1.0,15.0,4,Fashion,3,Single,3,0,7.0,212.26
13.0,8.0,1,Laptop & Accessory,4,Married,2,0,7.0,142.44
8.0,13.0,4,Mobile,1,Married,2,0,1.0,126.9
19.0,9.0,5,Grocery,2,Divorced,11,0,9.0,292.92
8.0,27.0,2,Mobile,3,Divorced,2,0,1.0,150.85
23.0,9.0,3,Others,4,Married,2,0,7.0,282.0
19.0,14.0,3,Laptop & Accessory,3,Divorced,6,0,3.0,189.34
17.0,13.0,3,Mobile,5,Married,2,1,1.0,125.59
15.0,7.0,2,Fashion,5,Married,3,0,8.0,208.92
20.0,8.0,4,Mobile,1,Single,2,1,2.0,132.94
0.0,34.0,4,Laptop & Accessory,3,Married,3,0,2.0,186.39
13.0,11.0,4,Laptop & Accessory,3,Single,2,0,9.0,175.42
5.0,6.0,3,Mobile,1,Married,2,0,3.0,120.44
8.0,14.0,4,Mobile,3,Married,2,1,8.0,148.08
3.0,15.0,3,Laptop & Accessory,3,Single,8,1,7.0,146.95
2.0,9.0,3,Mobile,5,Single,2,1,5.0,147.23
27.0,13.0,4,Laptop & Accessory,3,Divorced,4,1,6.0,148.06
1.0,12.0,5,Fashion,1,Married,3,1,9.0,253.08
18.0,19.0,1,Grocery,3,Single,7,1,8.0,236.95
15.0,12.0,2,Mobile,3,Married,4,1,4.0,146.27
26.0,8.0,4,Fashion,4,Married,3,0,12.0,175.25
15.0,19.0,4,Mobile,2,Divorced,5,1,1.0,172.66
1.0,31.0,6,Mobile,1,Single,3,1,1.0,136.18
12.0,8.0,3,Fashion,3,Single,1,0,7.0,209.38
8.0,14.0,4,Fashion,1,Married,5,1,12.0,203.77
8.0,11.0,4,Laptop & Accessory,3,Divorced,11,0,3.0,190.38
10.0,16.0,3,Laptop & Accessory,4,Single,3,1,1.0,141.97
17.0,6.0,3,Laptop & Accessory,5,Married,6,1,3.0,154.54
1.0,27.0,4,Fashion,3,Divorced,5,0,7.0,223.24
3.0,10.0,5,Fashion,3,Married,3,0,8.0,244.35
27.0,5.0,3,Laptop & Accessory,3,Single,8,0,0.0,137.8
1.0,20.0,4,Laptop & Accessory,5,Married,4,0,3.0,167.33
31.0,25.0,4,Fashion,2,Single,8,0,7.0,230.12
5.0,6.0,4,Mobile,5,Divorced,2,0,2.0,122.18
7.0,14.0,4,Laptop & Accessory,3,Married,3,0,9.0,184.68
0.0,16.0,3,Laptop & Accessory,5,Single,2,0,8.0,142.13
19.0,8.0,5,Grocery,4,Married,4,1,7.0,268.72
13.0,6.0,5,Others,2,Divorced,3,0,4.0,317.72
18.0,24.0,6,Mobile,3,Single,4,0,1.0,147.9
5.0,11.0,4,Mobile,5,Married,7,0,0.0,121.07
28.0,10.0,4,Grocery,1,Married,5,0,10.0,302.79
5.0,15.0,4,Laptop & Accessory,1,Single,3,0,9.0,169.24
4.0,17.0,5,Laptop & Accessory,3,Divorced,3,0,5.0,190.78
7.0,15.0,5,Mobile,1,Single,2,0,3.0,148.42
1.0,29.0,3,Mobile,1,Single,10,0,2.0,122.01
12.0,36.0,4,Laptop & Accessory,1,Single,3,0,10.0,149.06
16.0,16.0,5,Others,1,Single,10,0,2.0,321.13
20.0,10.0,4,Grocery,4,Divorced,10,0,2.0,291.06
16.0,7.0,5,Laptop & Accessory,1,Married,11,1,3.0,185.62
0.0,10.0,1,Laptop & Accessory,4,Married,2,1,3.0,161.42
12.0,17.0,4,Mobile,3,Married,2,0,3.0,151.84
17.0,17.0,4,Mobile,1,Single,2,0,8.0,149.55
2.0,8.0,5,Mobile,3,Married,3,0,1.0,140.63
24.0,9.0,3,Grocery,4,Single,4,0,0.0,237.34
5.0,8.0,6,Laptop & Accessory,5,Married,3,0,8.0,175.03
9.0,30.0,4,Mobile,5,Married,5,1,3.0,165.14
7.0,11.0,4,Laptop & Accessory,1,Married,2,0,13.0,139.86
23.0,14.0,4,Fashion,4,Married,5,0,7.0,229.66
15.0,8.0,3,Others,3,Married,6,0,14.0,288.8
2.0,9.0,3,Laptop & Accessory,3,Married,5,1,0.0,152.38
4.0,23.0,4,Laptop & Accessory,3,Married,10,0,3.0,178.01
4.0,6.0,5,Laptop & Accessory,3,Divorced,1,0,4.0,143.45
17.0,33.0,4,Grocery,1,Married,3,1,13.0,294.59
12.0,9.0,4,Laptop & Accessory,5,Married,5,0,8.0,193.93
0.0,9.0,3,Laptop & Accessory,3,Single,10,0,0.0,145.77
1.0,32.0,5,Mobile,4,Single,6,1,3.0,148.13
5.0,26.0,3,Mobile,1,Married,2,0,2.0,121.57
6.0,17.0,4,Mobile,3,Married,8,0,4.0,159.33
11.0,6.0,4,Fashion,3,Single,10,1,0.0,153.81
6.0,31.0,4,Laptop & Accessory,2,Divorced,3,0,8.0,178.09
4.0,23.0,2,Laptop & Accessory,3,Married,5,0,8.0,177.94
7.0,8.0,4,Laptop & Accessory,3,Divorced,2,0,9.0,195.47
29.0,15.0,5,Grocery,4,Married,3,1,1.0,260.77
5.0,19.0,4,Mobile,2,Divorced,10,1,3.0,164.29
12.0,8.0,4,Laptop & Accessory,2,Divorced,9,0,4.0,152.04
14.0,26.0,4,Laptop & Accessory,1,Married,10,1,8.0,152.41
23.0,6.0,3,Others,2,Married,4,0,6.0,295.17
8.0,7.0,2,Mobile,2,Single,4,0,4.0,157.8
14.0,23.0,4,Mobile,3,Married,11,0,1.0,160.44
5.0,15.0,4,Fashion,1,Married,3,0,10.0,232.93
22.0,9.0,4,Laptop & Accessory,5,Married,5,0,2.0,147.89
11.0,9.0,3,Laptop & Accessory,3,Single,4,1,2.0,143.17
19.0,9.0,4,Others,5,Divorced,7,1,5.0,323.59
13.0,14.0,3,Laptop & Accessory,3,Married,4,1,3.0,167.96
16.0,16.0,4,Laptop & Accessory,3,Married,2,0,0.0,152.57
1.0,19.0,4,Mobile,2,Divorced,3,1,1.0,150.15
10.0,16.0,2,Mobile,2,Single,4,0,0.0,146.8
0.0,8.0,3,Mobile,3,Married,7,1,2.0,139.77
0.0,27.0,1,Mobile,1,Single,2,0,2.0,126.78
11.0,12.0,4,Laptop & Accessory,2,Married,9,0,5.0,188.47
27.0,15.0,3,Laptop & Accessory,3,Married,4,0,3.0,128.97
1.0,28.0,3,Mobile,3,Single,2,1,0.0,116.75
25.0,5.0,3,Fashion,4,Single,8,0,0.0,204.45
11.0,6.0,2,Laptop & Accessory,2,Single,1,0,8.0,176.25
0.0,21.0,4,Mobile,5,Married,1,0,3.0,147.74
1.0,7.0,4,Fashion,5,Married,3,0,8.0,199.12
29.0,7.0,2,Grocery,2,Married,4,0,1.0,272.32
20.0,8.0,3,Laptop & Accessory,2,Married,6,0,4.0,150.7
2.0,7.0,6,Laptop & Accessory,2,Divorced,2,0,6.0,191.74
5.0,6.0,3,Mobile,2,Married,1,0,2.0,123.14
2.0,7.0,4,Mobile,3,Single,2,1,3.0,146.54
1.0,16.0,3,Mobile,4,Married,2,0,0.0,110.52
9.0,15.0,2,Mobile,1,Married,3,0,2.0,147.69
22.0,29.0,4,Grocery,1,Married,5,0,8.0,296.74
6.0,14.0,3,Laptop & Accessory,3,Married,1,0,2.0,171.04
24.0,27.0,3,Laptop & Accessory,1,Single,1,1,0.0,154.41
1.0,26.0,5,Mobile,4,Married,3,1,1.0,149.13
17.0,10.0,3,Laptop & Accessory,4,Single,10,0,3.0,159.33
30.0,21.0,3,Grocery,3,Married,3,1,2.0,257.87
14.0,27.0,4,Fashion,2,Divorced,6,0,7.0,228.22
5.0,11.0,1,Mobile,3,Divorced,3,1,3.0,121.27
0.0,13.0,3,Mobile,3,Married,2,0,2.0,126.1
18.0,14.0,3,Laptop & Accessory,1,Married,10,0,8.0,136.97
16.0,7.0,4,Mobile,5,Married,5,0,3.0,150.76
0.0,6.0,4,Fashion,3,Married,6,0,46.0,206.09
5.0,9.0,3,Mobile,1,Married,2,0,0.0,117.06
31.0,10.0,5,Laptop & Accessory,2,Single,7,0,6.0,176.71
24.0,15.0,3,Others,4,Married,5,1,10.0,298.47
4.0,11.0,3,Mobile,4,Married,2,0,2.0,127.89
1.0,7.0,4,Laptop & Accessory,3,Married,3,0,8.0,177.96
14.0,15.0,4,Laptop & Accessory,3,Divorced,5,1,4.0,192.96
8.0,9.0,4,Laptop & Accessory,2,Single,3,0,5.0,187.74
23.0,7.0,4,Mobile,5,Married,4,0,3.0,160.8
8.0,26.0,4,Laptop & Accessory,4,Married,6,0,11.0,169.44
